station_group_slug,station_name,generated_hiragana,generated_katakana,generated_initial_kana,reason
"kushikehama-yamaguchi-shuuminamiichi","櫛ヶ浜","くしヶはま","クシヶハマ","か","kanji_remains;katakana_remains;special_char"
"kuukoudai2biru-chiba-naritashi","空港第2ビル","くうこうだい2ビル","クウコウダイ2ビル","か","katakana_remains"
"kyoukese-niigata-aganoichi","京ヶ瀬","きょうがせ","キョウガセ","か","special_char"
"kyouseramae-shiga-higashioumishi","京セラ前","きょうセラまえ","キョウセラマエ","か","katakana_remains"
"kyuukaniryousentaamae-toyama-takaokashi","急患医療センター前","きゅうかんいりょうセンターまえ","キュウカンイリョウセンターマエ","か","katakana_remains"
"kyuukyoryuuchi.daimarumae-hyogo-koubeshi","旧居留地・大丸前","きゅうきょりゅうち・だいまるまえ","キュウキョリュウチ・ダイマルマエ","か","katakana_remains"
"kyuunohama-fukushima-iwakishi","久ノ浜","ひさノはま","ヒサノハマ","は","katakana_remains;special_char"
"maeyukihama-kagoshima-kagoshimashi","前之浜","まえのはま","マエノハマ","ま","special_char"
"makino-shiga-takashimashi","マキノ","マキノ","マキノ","その他","katakana_remains;special_char"
"manketsuka-miyazaki-miyakonojoushi","万ヶ塚","まんがつか","マンガツカ","ま","special_char"
"marinpaaku-hyogo-koubeshi","マリンパーク","マリンパーク","マリンパーク","その他","katakana_remains"
"marunouchi-aichi-kiyosushi","丸ノ内","まるノうち","マルノウチ","ま","katakana_remains;special_char"
"matsuefoogerupaaku-shimane-matsueshi","松江フォーゲルパーク","まつえフォーゲルパーク","マツエフォーゲルパーク","ま","katakana_remains"
"matsueingurisshugaadenmae-shimane-matsueshi","松江イングリッシュガーデン前","まつえイングリッシュガーデンまえ","マツエイングリッシュガーデンマエ","ま","katakana_remains"
"matsugasaki-kyoto-kyoutoshi","松ヶ崎","まつがさき","マツガサキ","ま","special_char"
"matsugasaki-mie-matsusakashi","松ヶ崎","まつがさき","マツガサキ","ま","special_char"
"matsukami-aomori-fukauramachi","松神","まつがみ","マツガミ","ま","special_char"
"matsukeura-kagoshima-minamikyuushuushi","松ヶ浦","まつヶうら","マツヶウラ","ま","kanji_remains;katakana_remains;special_char"
"matsunobaba-shiga-ootsushi","松ノ馬場","まつノばば","マツノババ","ま","katakana_remains;special_char"
"matsunohama-osaka-izumiootsushi","松ノ浜","まつノはま","マツノハマ","ま","katakana_remains;special_char"
"matsuotaisha-kyoto-kyoutoshi","松尾大社","まつおたいしゃ","マツオタイシャ","ま","special_char"
"mayakeeburu-hyogo-koubeshi","摩耶ケーブル","まやケーブル","マヤケーブル","ま","katakana_remains;special_char"
"medikarusentaa-nagasaki-nagasakishi","メディカルセンター","メディカルセンター","メディカルセンター","その他","katakana_remains"
"mefujinja-hyogo-takarazukashi","売布神社","めふじんじゃ","メフジンジャ","ま","special_char"
"meijijinguumae-tokyo-shibuyaku","明治神宮前","めいじじんぐうまえ","メイジジングウマエ","ま","special_char"
"michinoo-nagasaki-nagasakishi","道ノ尾","みちノお","ミチノオ","ま","katakana_remains;special_char"
"mikunijinja-fukui-sakaishi","三国神社","さんこくじんじゃ","サンコクジンジャ","さ","special_char"
"mikunikeoka-osaka-sakaishi","三国ヶ丘","みくにがおか","ミクニガオカ","ま","special_char"
"minamiasaketani-tokyo-suginamiku","南阿佐ヶ谷","みなみあさがや","ミナミアサガヤ","ま","special_char"
"minamiasomizunoumarerusatoshirouzukougen-kumamoto-minamiasomura","南阿蘇水の生まれる里白水高原","みなみあそすいのうまれるさとしろみずこうげん","ミナミアソスイノウマレルサトシロミズコウゲン","ま","long_reading"
"minamihatoketani-saitama-kawaguchishi","南鳩ヶ谷","みなみはとがや","ミナミハトガヤ","ま","special_char"
"minamikamijou-nagano-hakubamura","南神城","みなみかみしろ","ミナミカミシロ","ま","special_char"
"minamimachidaguranberiipaaku-tokyo-machidashi","南町田グランベリーパーク","みなみまちだグランベリーパーク","ミナミマチダグランベリーパーク","ま","katakana_remains"
"minamiuddeitaun-hyogo-mitashi","南ウッディタウン","みなみウッディタウン","ミナミウッディタウン","ま","katakana_remains"
"misotenjinmae-kumamoto-kumamotoshi","味噌天神前","みそてんじんまえ","ミソテンジンマエ","ま","special_char"
"miyajimabootoreesuba-hiroshima-hatsukaichishi","宮島ボートレース場","みやじまボートレースじょう","ミヤジマボートレースジョウ","ま","katakana_remains"
"miyakehama-kagoshima-ibusukishi","宮ヶ浜","みやヶはま","ミヤヶハマ","ま","kanji_remains;katakana_remains;special_char"
"miyanoetsu-nagano-kisomachi","宮ノ越","みやノこし","ミヤノコシ","ま","katakana_remains;special_char"
"miyanomae-tokyo-arakawaku","宮ノ前","みやノまえ","ミヤノマエ","ま","katakana_remains;special_char"
"miyanoshita-kanagawa-hakonemachi","宮ノ下","みやノした","ミヤノシタ","ま","katakana_remains;special_char"
"miyanotaira-tokyo-oumeshi","宮ノ平","みやノひら","ミヤノヒラ","ま","katakana_remains;special_char"
"miyayukisaka-osaka-hirakatashi","宮之阪","みやのさか","ミヤノサカ","ま","special_char"
"miyazakijinguu-miyazaki-miyazakishi","宮崎神宮","みやざきじんぐう","ミヤザキジングウ","ま","special_char"
"miyoshikeoka-aichi-miyoshishi","三好ヶ丘","みよしがおか","ミヨシガオカ","ま","special_char"
"mizuumiyuukanshineki-shimane-izumoshi","湖遊館新駅","みずうみ遊かんしんえき","ミズウミ遊カンシンエキ","ま","kanji_remains"
"monkoyakujin-hyogo-nishinomiyashi","門戸厄神","もんこやくじん","モンコヤクジン","ま","special_char"
"monoreeruhamamatsuchou-tokyo-minatoku","モノレール浜松町","モノレールはままつまち","モノレールハママツマチ","その他","katakana_remains;special_char"
"moreragifu-gifu-motosushi","モレラ岐阜","モレラぎふ","モレラギフ","その他","katakana_remains"
"morinomiya-osaka-oosakashi","森ノ宮","もりノみや","モリノミヤ","ま","katakana_remains;special_char"
"moriuchikasakami-yamaguchi-iwakunishi","守内かさ神","しゅうちかさしん","シュウチカサシン","さ","special_char"
"motomachi.chuukagai-kanagawa-yokohamashi","元町・中華街","もとまち・ちゅうかがい","モトマチ・チュウカガイ","ま","katakana_remains"
"mukonosou-hyogo-amagasakishi","武庫之荘","むこのそう","ムコノソウ","ま","special_char"
"mukougaoka-aichi-toyohashishi","向ヶ丘","むこうがおか","ムコウガオカ","ま","special_char"
"mukougaokayuuen-kanagawa-kawasakishi","向ヶ丘遊園","むこうがおかゆうえん","ムコウガオカユウエン","ま","special_char"
"musashimizonokuchi-kanagawa-kawasakishi","武蔵溝ノ口","むさしみぞノくち","ムサシミゾノクチ","ま","katakana_remains;special_char"
"myoujin-tochigi-nikkoushi","明神","みょうじん","ミョウジン","ま","special_char"
"nagaokatenjin-kyoto-nagaokakyoushi","長岡天神","ながおかてんじん","ナガオカテンジン","な","special_char"
"nagareyamasentorarupaaku-chiba-nagareyamashi","流山セントラルパーク","ながれやまセントラルパーク","ナガレヤマセントラルパーク","な","katakana_remains"
"nagashimadamu-shizuoka-kawanehonmachi","長島ダム","ながしまダム","ナガシマダム","な","katakana_remains"
"nagoyadoomumaeyada-aichi-nagoyashi","ナゴヤドーム前矢田","ナゴヤドームぜんやた","ナゴヤドームゼンヤタ","その他","katakana_remains"
"naikekan-niigata-ojiyashi","内ヶ巻","うちがまき","ウチガマキ","あ","special_char"
"naiyukita-miyazaki-nichinanshi","内之田","うちのた","ウチノタ","あ","special_char"
"nakagami-tokyo-akishimashi","中神","なかがみ","ナカガミ","な","special_char"
"nakanojou-gunma-nakanojoumachi","中之条","なかのじょう","ナカノジョウ","な","special_char"
"nakanomachi-chiba-choushishi","仲ノ町","なかノまち","ナカノマチ","な","katakana_remains;special_char"
"nakanosawa-hokkaido-oshamanbemachi","中ノ沢","なかノさわ","ナカノサワ","な","katakana_remains;special_char"
"nakanoshou-shiga-ootsushi","中ノ庄","なかノしょう","ナカノショウ","な","katakana_remains;special_char"
"nakayukisato-mie-toppashi","中之郷","なかのごう","ナカノゴウ","な","special_char"
"nakayukishima-osaka-oosakashi","中之島","なかのしま","ナカノシマ","な","special_char"
"namekawaairando-chiba-kachiurashi","行川アイランド","なめかわアイランド","ナメカワアイランド","な","katakana_remains"
"nanatsuya-ishikawa-kanazawashi","七ツ屋","ななツや","ナナツヤ","な","katakana_remains"
"naruo.mukogawajoshidaimae-hyogo-nishinomiyashi","鳴尾・武庫川女子大前","なるお・むこがわじょしだいまえ","ナルオ・ムコガワジョシダイマエ","な","katakana_remains"
"nezumikekan-yamagata-tsuruokashi","鼠ヶ関","ねずがせき","ネズガセキ","な","special_char"
"nichinodemachi-kanagawa-yokohamashi","日ノ出町","ひノでまち","ヒノデマチ","は","katakana_remains;special_char"
"niijima々-nagano-matsumotoshi","新島々","にいじま々","ニイジマ々","な","kanji_remains"
"nijinomatsubara-saga-karatsushi","虹ノ松原","にじノまつばら","ニジノマツバラ","な","katakana_remains;special_char"
"ninkeoka-osaka-shijounawateshi","忍ヶ丘","しのぶヶおか","シノブヶオカ","さ","kanji_remains;katakana_remains;special_char"
"ninose-kyoto-kyoutoshi","二ノ瀬","にノせ","ニノセ","な","katakana_remains;special_char"
"nipponrainimawatari-gifu-kanishi","日本ライン今渡","にほんラインいまわたり","ニホンラインイマワタリ","な","katakana_remains"
"nisatokehama-wakayama-wakayamashi","二里ヶ浜","にりがはま","ニリガハマ","な","special_char"
"niseko-hokkaido-nisekomachi","ニセコ","ニセコ","ニセコ","その他","katakana_remains"
"nishieikeshima-hyogo-akashishi","西江井ヶ島","にしえいがしま","ニシエイガシマ","な","special_char"
"nishiharukouhaatopia-fukui-sakaishi","西春江ハートピア","にしはるえハートピア","ニシハルエハートピア","な","katakana_remains"
"nishiisahaya-nagasaki-soushi","西諫早","にし諫はや","ニシ諫ハヤ","な","kanji_remains"
"nishikehara-tokyo-kitaku","西ヶ原","にしがはら","ニシガハラ","な","special_char"
"nishikeharashiteime-tokyo-kitaku","西ヶ原四丁目","にしがはらよんちょうめ","ニシガハラヨンチョウメ","な","special_char"
"nishikehou-kochi-yonmanjuushi","西ヶ方","にしがほう","ニシガホウ","な","special_char"
"nishinokuchi-aichi-tokonameshi","西ノ口","にしノくち","ニシノクチ","な","katakana_remains;special_char"
"nishinokyou-nara-narashi","西ノ京","にしノきょう","ニシノキョウ","な","katakana_remains;special_char"
"nishinoshou-wakayama-wakayamashi","西ノ庄","にしノしょう","ニシノショウ","な","katakana_remains;special_char"
"nishitetsufukuoka（tenjin）-fukuoka-fukuokashi","西鉄福岡（天神）","にしてつふくおか（てんじん）","ニシテツフクオカ（テンジン）","な","special_char"
"nitsui-akita-noshiroshi","二ツ井","ふたツい","フタツイ","は","katakana_remains"
"nitsuiri-aichi-kiyosushi","二ツ杁","ふたツいり","フタツイリ","は","katakana_remains"
"nochi-okayama-niimishi","野馳","の馳","ノ馳","な","kanji_remains"
"nodahanshin-osaka-oosakashi","野田阪神","のだはんしん","ノダハンシン","な","special_char"
"noginama-yamanashi-tsurushi","禾生","禾せい","禾セイ","その他","kanji_remains"
"noofookuhiroba-fukuoka-kitakyuushuushi","ノーフォーク広場","ノーフォークひろば","ノーフォークヒロバ","その他","katakana_remains;special_char"
"numanohaji-hokkaido-tomakomaishi","沼ノ端","ぬまノはた","ヌマノハタ","な","katakana_remains;special_char"
"ochanomizu-tokyo-bunkyouku","御茶ノ水","おちゃノみず","オチャノミズ","あ","katakana_remains;special_char"
"ochanomizu-tokyo-chiyodaku","御茶ノ水","おちゃノみず","オチャノミズ","あ","katakana_remains;special_char"
